text_a1,binary_annotation_a1,binary_annotation_a2,binary_annotation_a3
"1 de cada 100 personas tienen esta discapacidad . Es un trastorno complejo , pero que no tiene una causa bien definida , todo indica que es de predisposición genética 🤷 ‍ ♀ ️",0,0,0
Un nuevo estudio que combina datos de la sonda Juno y del telescopio de rayos X XMM-Newton ha permitido estudiar a mayor profundidad las peculiares auroras de Júpiter . El equipo de investigación a cargo del mismo ha propuesto un mecanismo complejo que parece explicar el fenómeno .,0,0,1
"Espectacular imagen del eclipse solar del 30 de abril desde Santiago de Chile al atardecer . El punto negro que se ve en el borde de la sombra lunar es una mancha solar . 
 ¿ Tienes imágenes del eclipse ? ¡ Compártelas en los comentarios ! 
 Crédito : Patricio León . https://t.co/ipXLx7AI6O",0,0,1
"# MujeresEnLaCiencia 

 🇲 🇽 El trabajo de @CharretonDr contribuyó al desarrollo de la vacuna contra el rotavirus 

 Gracias a esta vacuna , y a su admirable investigación , se han salvado un gran número de vidas por esta infección 💉 https://t.co/qYT5IRQUWF",0,0,0
"Matemáticamente se dice que pi es una “ razón ” , lo que significa que expresa una relación . En este caso , la relación entre dos medidas : la del diámetro de un círculo con el perímetro del mismo . 
 Lo interesante de pi es que nadie lo ha podido calcular con perfecta exactitud .",0,1,1
"¿ Te imaginas por qué las heces de las # ballenas son tan importantes para nosotros ? Descúbrelo en nuestro video . 
 https://t.co/TTDJRzXm3x",0,0,0
"La primera misión de defensa planetaria del mundo impactó con éxito su objetivo el lunes pasado , comentó en entrevista el Dr. José Franco , investigador del @iaunam 
 Primer impacto de la NASA en un asteroide para proteger la Tierra de objetos cercanos https://t.co/iPBuKTFjB4",0,0,1
¿ Por qué no nos mareamos con el movimiento de la Tierra ? ¿ Qué pasaría si la Tierra se detiene ? Estas y otras preguntas las resolvemos en el video de hoy . https://t.co/4urh3iJf9 m,0,0,0
El trastorno del desarrollo del lenguaje o DLD es una condición neurológica que incide en el desarrollo de las habilidades del lenguaje ( comprensión y capacidad para expresar ideas y pensamientos ) .,0,0,0
"Cuando se envíen sondas a Europa , la luna de Júpiter que posee oceanos bajo su corteza de hielo , se espera que se observe que su lado noche “ brille en la oscuridad ” por la tormenta de partículas del campo magnético del planeta que inciden sobre el satélite . ( Universe Today ) https://t.co/sBU83g9vg1",0,1,1
"Escuche / descargue 20/11/05 Voyager II ¡ Nuevo Contacto ! . El Explicador . Cápsula . en https://t.co/aps3voGOfT Suscríbase al canal . Agradecemos su interés , comentarios , preguntas , apoyo y por compartir . Gracias por su apoyo al https://t.co/7g4bTfgHQm y Patreon .",0,0,1
"¡ Sorpresa , sorpresa ! 🥳 🤩 
 Prepara las palomitas , gallitos , crispetas , cotufas , pipocas , canguil , pochoclos , cabritas , pop , canchitas , pororó o poporopos , porque este 29 de septiembre a las 18:00 se estrena … ¡ Nuestro documental ! 🌊 @oceanamexico 

 Fotografía : @fotografia.vertical https://t.co/IhLidYyBRv",0,0,0
"El día de hoy estaré participando en una conferencia donde hablaré de lo que la semana de Ciencias Químicas 🧬 🧪 👩 🏻‍ 🔬 

 No se lo pierdan ! ! ! 

 @LaUASLP   @fcq_uaslp https://t.co/rmf0Bvjeqh",0,0,0
1 . No existen las panteras negras . Lo que existen son leopardos y jaguares con melanismo . 🤯,0,0,0
# ImagendelDía 📸 | Las Termitas son animales parecidos a las hormigas que habitan mayormente en climas tropicales y subtropicales . Muchas especies construyen colonias en forma de montículos y otras son arbóreas o de vida subterránea . https://t.co/LYYiBRh9NP,0,1,1
Agua en la Luna abre camino para colonizar a Marte - UNAM Global https://t.co/YUUfGnXyHZ a través de @YouTube,0,1,0
"No , el # SolsticiodeVerano no es lo mismo que un # Eclipse 😌 

 Aquí te explicamos en este # hilo 🧵 🪡 https://t.co/lYi8RuhryX",0,0,1
"El # sesgo es la característica de la distribución de los datos de una población que indican que ésta no es simétrica . 
 Cuando se dice que una muestra tiene un sesgo , indica que ésta no es representativa de la población . # Math2me # TeamMath2me",0,0,0
""" En 1956 , McCarthy convoca a una pléyade de científicos [ ... ] El propósito de la reunión era fijar líneas de investigación [ ... ] Se englobaron bajo la denominación de inteligencia artificial . "" 

 Revista Ciencias núm 134 
 De venta en Sanborns 
 Venta en línea : https://t.co/PAixcHJxan https://t.co/QIwSAsO5v4",0,0,0
"Asteroide pasó cerca de la Tierra ; se esperan cuatro más . Julieta Fierro . 
 https://t.co/Xzgp2kWNQF",0,0,0
"¿ Por qué ? Hay una serie de factores . Su consumo tiene un componente cultural y social muy importante , por ejemplo , en México comer chile se relaciona con la resistencia , fuerza y valentía .   🌶 ️ 💪 https://t.co/B2YzmWAnMe",0,0,0
"Lo que más llama la atención de la imagen del Webb sin duda son los "" picos "" que emanan del centro de la imagen . Estos en realidad son picos de difracción , producidos por la interacción de la luz de la galaxia con la óptica del telescopio .",0,0,1
"# Salud | Descubre en este video 📹   cómo el frijol y las nanopartículas de plata podrían ayudar a combatir el cáncer . 😲 🌱 
 👉   https://t.co/5LkNQHVJlq https://t.co/jg1zJ4zeFF",0,0,0
"Este mes # UNAMirada   a la ciencia , de @Ciencia_UNAM , nos explica más sobre el   embarazo que termina en muerte , el papel que juega el rezago social , sus principales causas y las acciones para prevenir . 

 https://t.co/GmJ1qDpZoh https://t.co/8UpYd6RLEr",0,0,1
"¿ Qué es un Agujero Negro ? 
 Respuestas cortas de Astronomía 
 https://t.co/z7PFRqvOe0 vía @YouTube",0,1,1
"# Salud |   La COVID-19 , influenzas como la “ gripe aviar ” y el AH1N1 ( mal llamada “ gripe porcina ” ) , son ejemplos recientes de enfermedades transmitidas por animales a humanos y pueden ser causa de nuevas pandemias . 😷 
 https://t.co/y8iVqFr0y0",0,0,1
La Inteligencia Artificial pronto podría convertirse en la tecnología más revolucionaria de la historia ( en el sentido más profundo posible del término ) . Pronto comentaremos sobre el tema en nuestros espacios : https://t.co/9KPJHAjd3h,0,1,1
"# AlGrano # CómoVes 
 Una persona parpadea aproximadamente 25 mil veces por semana . https://t.co/DhNW6YHcUZ",0,0,0
"Escuche / descargue ( MP3 ) 21/05/21 La Antigua Alianza Entre las Plantas y los Hongos . Gracias por su apoyo a El Explicador : Patreon https://t.co/leMX8fr0Mo , PayPal   elexplicadorpatrocinio@gmail.com , https://t.co/jivnRw5Xwl , https://t.co/6kLW6GZVyH Suscríbase ! !",0,1,1
"# UnDíaComoHoy , pero de 1743 nació el químico francés Antoine-Laurent Lavoisier ⚗ ️. 

 Te compartimos este cuadro en el que fue retratado junto con Marie-Anne Pierrette , su compañera de laboratorio y esposa . 

 Conoce más de química en nuestro número temático : https://t.co/Kbhqxga8DN https://t.co/n3HEIN4iqI",0,0,0
"Existen estrellas de neutrones con campos magnéticos tan intensos que destruirían cualquier objeto que se acercara , si cayera la superficie la gravedad fusionaría los átomos para formar neutrones.(Universe Today ) https://t.co/ZN82HVTWRO",0,0,1
# ImagendelDía 📸 | La araña errante brasileña es un arácnido de la familia Ctenidae cuya especie se caracteriza por ser agresiva y muy venenosa ; su toxina causa parálisis y asfixia . Habita en América del Sur y América Central y puede medir entre 13 y 15 cm . 🕷 ️ https://t.co/EzyK3id28N,0,1,0
"En unos momentos daré una charla en la # UniversidadAutonomaDeSinaloa y no podría estar más feliz . Hablaré de # Naturalista y su importancia en el descubrimiento de la biodiversidad . 

 Gracias @uasoficialmx por la invitación 

 # Sinaloa # UAS # Naturalista # Culiacan https://t.co/5KAHMMFU1 g",0,0,0
"Conoce a Salvador FI "" Facultad de Ingeniería "" , está revolucionando la manera de enseñar matemáticas en la Facultad de Ingeniería - UNAM https://t.co/YPm6Cj1quP https://t.co/J0GoMitGvf",0,0,0
📐 Para resolver triángulos oblicuángulos se puede utilizar la ley de senos o la ley de cosenos .,0,0,0
"Seamos sinceros , a absolutamente todos los seres humanos les gusta el chisme , aunque lo nieguen , es parte de nuestra naturaleza en cierta forma . 

 👁 ️ 👄 👁 ️ 👂 

 ¿ Apoco no sabías ?",0,0,0
"En este Día Mundial de la Enfermedad de Chagas 🔬 recordamos la importancia de prevenir esta enfermedad por medio del control de las chinches en las viviendas . 

 ➡ ️ Más sobre la enfermedad en : https://t.co/LOUMgrJjd2 
 ➡ ️ Sobre las chinches : https://t.co/dXqK3hIOPE 
 # CienciaAMC https://t.co/Zz9wVXjUkk",0,0,0
"Hoy es el # DíaMundialDeLasAbejas 🐝 y , como todos los días , nos sumamos a la protección de estos indispensables polinizadores . 

 ¡ # RedescubreLaCiencia y ayúdanos a esparcir el mensaje ! https://t.co/ELH4E6rSi4",0,0,0
"Cuando te enteras que las orcas son delfines , no ballenas : 😱 

 # RedescubreLaCiencia con las orcas ( que no son ballenas 😜 ) https://t.co/e7qkSb6di8",0,1,0
"Conmemoramos el natalicio de Mildred Dresselhaus ( 1930 ): física , nanotecnóloga y pionera en la nanociencia . 

 ¡ Su descubrimiento se aplica actualmente desde aviones hasta baterías de controles ! 🔋 

 Te contamos porqué se le conoce como La Reina del Carbono . 👑 https://t.co/7tjz4xqUVM",0,0,1
"9/35 
 La Eucariogénesis es el proceso hipotético de cómo se formó la célula eucariota . La más aceptadas es la teoría endosimbiótica por Margulis . Organelos como las mitocondrias puede que fueran bacterias en el pasado , lo mismo pasa con los plastos como el cloroplasto https://t.co/ABTZnsrnt9",0,0,0
"¿ Has sentido ese "" hormigueo "" en las piernas que impide que te levantes ? 

 Aquí te explicamos porqué se nos duermen las extremidades . 😉 

 # MásCiencia https://t.co/pVIMeys8qQ",1,1,1
"¡ Hoy Katya Echazarreta se convirtió en la primera mujer mexicana en viajar al espacio ! 

 Katya es ingeniera , nativa de Guadalajara , Jalisco ; ha trabajado en el Jet Propulsion Laboratory de la NASA . También es comunicadora de la ciencia y forma parte de varios proyectos STEM . https://t.co/P9tCOUcsEo",0,0,0
"¡ El # MarsHelicopter ha movido sus hélices y han girado a 50 rpm en preparación para el primer vuelo !   El despegue está programado para el 11 de abril ; se espera la confirmación durante la noche hasta el 12 de abril para nosotros , los terrícolas . ¡ Kamociooooon ! 
 Créditos : @NASAJPL https://t.co/0R4JOaKfE5",0,0,0
"# LaCienciaEnElMundo | Dos equipos de trabajo del consorcio Atlas Celular Humano publicaron nuevos hallazgos acerca de los tipos y características de las células inmunitarias en las diferentes etapas del desarrollo humano . 🦠 
 👉 https://t.co/m6jQTxB0iI https://t.co/YDBe9pbOIC",0,0,1
"Hablemos de algo llamado # glifosato . Se trata de una sustancia que sirve para matar a las malas hierbas . La fabrica # Monsanto   bajo la marca “ Roundup ” . Es tan efectiva que mata a TODAS las plantas que toca , incluyendo las que quieres cultivar .",0,0,1
"SECUELAS 
 No te pierdas nuestra edición de octubre . Que en el artículo de portada nos cuenta sobre el síndrome post-COVID.#cvlasmejoreshistoriasdeciencia 
 https://t.co/kCJF4IMfDU 
 https://t.co/LvVRhVFnFv https://t.co/eBAlgINKkI",0,0,1
La sonda solar Parker de la NASA descubrió que el Sol produce ondas de emisión de partículas cargadas que pueden alcanzar velocidades de 500 000 km / hr . https://t.co/wgxCrOgDuf,0,1,1
"5/35 La exogénesis nos plantea que los componentes de la vida vienen del espacio , casos como IRAS 16293-2422 , una estrella que tiene presencia de glicolaldehído , moléculas simples de azúcar o el de presencia de nucleótidos , letras del código genético , encontrados en meteoritos . https://t.co/yyCgqMqYMX",0,1,1
"# DatoCurioso | ¿ Qué es el coral ? 

 Los arrecifes coralinos son uno de los ecosistemas más importantes debido a su gran diversidad , su papel como lugares de crianza , refugio y alimentación . 

 Además , los arrecifes modifican las corrientes marinas ... https://t.co/jwjJN3VzPI",0,1,1
características . En ese entonces no se había descubierto el electrón y se desconocía que la cantidad de electrones en la última capa era lo que determina las características de los elementos y con qué otros se pueden unir .,0,1,0
"¿ Es la pandemia del coronavirus una oportunidad para detener el deterioro ambiental ? 🤔 

 Consulta el artículo El planeta en pausa 🌎 de forma GRATUITA ⬇ ️ https://t.co/3cUwMNpiVL 

 No olvides descargar la # GuíaDelMaestro para trabajar en clases 🤓 # CómoVes # ContingenciaConCiencia https://t.co/SUOrdnGNOB",0,0,1
"# MateriayEnergía | Los estados con más armas nucleares son Estados Unidos , Rusia , Reino Unido , Francia , China , India , Pakistán , Israel y Corea del Norte 💥 💥 
 # DíaInternacionalparalaEliminaciónTotaldelasArmasNuclares 
 https://t.co/8tjsNcEgsw",0,0,0
# CuriosasEfemérides | Cada 31 de mayo se celebra el # DiaMundialSinTabaco   con el propósito de concienciar a las personas sobre los efectos nocivos y letales del consumo de tabaco y de la exposición pasiva al humo de esta sustancia . https://t.co/6JUzBhM1ww,0,0,0
"¿ Gastritis ? 

 Aunque hoy el cuidado del estómago se encuentra en otros medicamentos , el tratamiento de la gastritis inició con la ranitidina y la ranita incubadora . https://t.co/3InnTZedih",0,1,0
🤓 El límite de la suma o resta de dos funciones equivale a la suma o resta respectivamente de los límites de cada una .,0,0,0
"# ImagendelDía 📸 | La cascada arcoíris es un fenómeno óptico que sucede cuando la luz pasa a través de las gotas de agua que funcionan como prismas y nos muestran su espectro . Esta imagen es de las cascadas del Parque Nacional de Yosemite en California , Estados Unidos . https://t.co/9SxU0BP2b3",0,0,1
"El "" Casco de Thor "" es una nebulosa en forma de burbuja interestelar inflada por una estrella brillante y masiva del tipo Wolf-Rayet ( estrella gigante muy caliente en etapa de evolución previa a la supernova ) . 
 Crédito : Martin Pugh @apod https://t.co/PMMwBSbo0x",0,1,1
"El estrella más cercana Próxima Centauri , posee al menos tres planetas , en uno de ellos de menor tamaño que la Tierra se han descubierto indicios de   tener agua líquida . ( ESO / L.Calçada ) https://t.co/0lgtvDhxV1",0,0,0
"En nuestro video te contamos porqué el # transistor es el mayor invento del # sigloxx 😎 . 
 ¡ CuriosaMente ! 🧠 

 https://t.co/voIVlMYFIN 

 # ciencia # tecnologia # divulgacioncientifica # edutuber # youtube # programacion",1,1,1
"# AmbienteyNaturaleza | ¡ Pueden ser la clave para comprender lo que nos rodea ! # DiaDeLasMatematicas   🔢 
 https://t.co/X1X7sN7zRJ",0,0,0
"Microscópicos , pero poderosos ⚡ ️ 

 Conoce a los tardígrados , los diminutos animales que pueden sobrevivir sin agua ¡ hasta diez años ! 😱 https://t.co/ES49YTAVom",0,0,1
"# Estreno | El principio de Arquímedes 🤔 

 ¿ Y por qué flotan objetos tan pesados ? 

 https://t.co/cvpS3UeYov",0,0,1
"# AmbienteyNaturaleza | Uno de los grandes beneficios de la milpa es que es mucho más provechosa que el monocultivo del maíz híbrido , ya que este último solo produce alimentos una vez al año 🌱 🌱 

 # DíaInternacionalcontralosMonocultivosdeArboles 
 https://t.co/jtcLpAFJXW",0,0,0
"# NaturalezaUNAM | Los arrecifes de coral solo ocupan el 2 por ciento de los océanos , pero son el hogar de aproximadamente el 25% de las especies marinas . 
 ¡ Conoce más ! 👉 https://t.co/u9aW0bTOGp https://t.co/YRFiFuKMJK",0,1,0
"Recuerda que esto no sustituye el estudio , sólo son resultados de estadísticas que no comtemplan el contexto en sus variables . 

 ¿ Eres latino y tienes asma o riesgo de cáncer de mama ? 

 Probablemente tengas algo de ascendencia europea . https://t.co/gB8IYxgbpG",0,0,0
"👍 Según la hermana de Blas Pascal ( Gilberte ) , éste había demostrado las 32 proposiciones de Euclides a los 12 años .",0,0,0
"Hoy se conmemoran los sismos del # 19deSeptiembre de 1985 y 2017 , ocurridos hace 36 y cuatro años , respectivamente . 

 🔴 En estas imágenes te contamos algunos de los mitos sobre los sismos . 

 # 19Septiembre # 19Sept https://t.co/s6Mks8xgeR",0,0,0
👨 ‍ 🏫 La medida de un ángulo inscrito ABC es igual a la mitad del arco comprendido entre sus lados AC : ABC = AC/2 .,0,0,0
"El casquete polar de Urano está aumentando de tamaño ; mientras tanto la "" gran mancha roja "" de Júpiter , el huracán de mayor extensión de ese planeta gaseoso está disminuyendo de tamaño.(STCcl ) https://t.co/UGSK1DsyRn",0,1,1
"¡ Gracias por la consulta , @alfaeco _ ! Se trata de un ácaro ( # Acari ) , familia # Anystidae posiblemente . Estos arácnidos suelen depredar microartrópodos y llegan a ser considerados de bastante utilidad para controlar a organismos catalogados como plaga . Saludos https://t.co/kkKZ76mt8 m",0,0,0
😮 Pascal fundó en 1654 la teoría de las probabilidades .,0,0,0
"La tuberculosis es una de las infecciones que cobra más vidas . 🦠 
 Investigadores del Laboratorio de Inmunogenética Viral y Bacteriana de la @FacMedicinaUNAM , en conjunto con 22 grupos de 9 países la combaten con investigación . 

  # WorldTBDay # DíaInternacionalContralaTuberculosis https://t.co/PC9Fvb5nqQ",0,1,0
"¿ Acostumbras ver tu celular antes de dormir ? 

 🙅 ¡ Tache ! 

 Te explicamos porqué este aparato es nuestro peor aliado a la hora de conciliar el sueño . 💤 

 ¡ # RedescubreLaCiencia en el # DíaMundialDelSueño ! https://t.co/wDvzhO7HVE",0,1,0
¡ Los ornitorrincos se vuelven fluorescentes cuando se les ilumina con luz ultravioleta ! ( Science News ) https://t.co/dVKmrGbvkr,0,0,0
"# ImagendelDía 📸 | La Thiolava Veneris , comúnmente conocida como Pelo de Venus , es una planta acuática endémica de las profundidades del Océano Atlántico . Su aspecto único y llamativo le permite sobrevivir en aguas de alta presión y temperaturas extremas . https://t.co/x5CPjAYphI",0,1,1
"# UnDíaComoHoy nace Thomas Henry Huxley , uno de los mayores defensores de las ideas de Darwin . 

 Huxley fue el primero en proponer una relación evolutiva entre aves y dinosaurios . 🦖 🦕 🐣 🐥 

 Conoce más sobre dinos en este artículo 👉 https://t.co/WdZ6Zv3m22 

 # CienciaAMC https://t.co/kiufFAq8AU",0,0,0
"✅ Existen mecanismos que destruyen al ADN mitocondrial paterno . 

 ⚠ ️En organismos como las moscas de la fruta 🪰 o las abejas melíferas 🐝 se ha observado la herencia paterna de estos organelos . 

 Sobre la determinación sexual en mamíferos 👉 https://t.co/1d1mp6wkyu 

 # DiaDeLaMadre",0,0,1
"16/35 
 Los cefalocordados son posiblemente los primeros antepasados de los vertebrados , aunque aún no tienen vértebras o columna moderna , aun así es la que dio el diseño para los peces . Un representante actual de ellos es el anfioxo . https://t.co/mmdA3JgM8 M",0,0,1
"A nivel mundial sólo el 33% de quienes investigan son mujeres . 👩 ‍ 🔬 🧪 🔭 

 En este Día Internacional de la Mujer recordamos la importancia de las mujeres en las ciencias , las matemáticas , las ingenierías y las humanidades 👉 https://t.co/WzNpNKRgKn 

 # DíaDeLaMujer # 8Marzo https://t.co/lJllAqhj8S",0,0,0
"3 . ¿ Stanley Kubrik hizo el montaje del alunizaje ? 

 No hay la más mínima evidencia de que Kubrik haya filmado el alunizaje. 🤷 ‍ ♀ ️ https://t.co/adEz8Y3XML",0,0,0
"😲 😲 En 1750 Euler trató de reducir la ecuación de quinto grado a una de cuarto grado y 30 años después , esto fue intentado sin éxito por Lagrange .",0,0,0
"El satélite Gaia de la @esa fue puesto en órbita en 2013 y desde entonces ha medido la posición de millones de estrellas y otros objetos . 
 Esta semana se ha publicado un nuevo conjunto de datos ( DR3 ) q permitirán investigar y conocer mejor la Galaxia gracias a este mapa galáctico . https://t.co/Ngxh6E2wda",0,0,1
"El hilo de curiosidades de hoy es de ... 

 🥁 PERSONAS ZURDAS 🥁 

 Levanta la mano si eres una persona zurda o arroba a tu zurdx de confianza 👇",0,0,0
"Este es uno de los sitios de Europa , el satélite de Júpiter que posee un mar subterráneo que se piensa explorar para saber si existe vida en este mundo . ( NASA ) https://t.co/r8IMQOz9NK",0,0,1
"No se sabe exactamente cuándo ni cómo se originaron , pero hay 3 teorías reconocidas . En nuestro vídeo '' ¿ Los virus están vivos ? '' te contamos al respecto de éstas . 👉 https://t.co/uBFeallepr 

 # DiaMundialdelSIDA # virus # December1st # SIDA",0,0,0
"Space X también ha puesto en órbita satélites de comunicación , desde el 2018 , se está convirtiendo en una gran potencia espacial . ( Space X ) https://t.co/838NI4HE2p",0,1,1
"El primer paso es informándonos , saber qué es o de dónde viene . 
 Eso y más te lo contamos en nuestro vídeo : ¿ Es real # CambioClimatico ? 👇 
 https://t.co/18gUFqKzHg",0,0,0
"# CienciasdelaTierra | ¡ Los árboles son archivos invaluables para los científicos ! 🌳 
 https://t.co/wFTfUwl1Bp",0,1,1
"Por fin la imagen del hoyo negro del centro 
 de nuestra galaxia . Las observaciones se llevaron 
 a cabo hace 5 años . ¿ Por qué la demora ? 
 + + Artículo "" Retrato de un hoyo negro 3.0 "" por Sergio de Régules en el número 85 + + 
 https://t.co/Q1bWZcGjRi 
 # cvlasmejoreshistoriasdeciencia https://t.co/cgPzOiWXdJ",0,1,0
"Mi libro más reciente : Los retos de la Astronomía , editado por la Dirección General de los CCH’s de la UNAM y la Academia Mexicana de la Lengua ¡ Está en línea de manera gratuita ! 
 Es un libro para que los jóvenes sientan emoción por la ciencia y la lectura . 
 Gracias a los editores ! https://t.co/CyWSdX4LkP",0,0,1
"¿ Ya conocen al Dr Luis A Sánchez Vargas ? 
 Compañero # Edutuber y en su canal encontrarás consejos , conceptos y herramientas para investigadores de biomédica de licenciatura , maestría y doctorado . 

 # lacienciaeschida https://t.co/vsjdmCmcxN",0,0,0
"Este 16 de junio conmemoramos el # DíaMundialDeLasTortugasMarinas 🐢 

 Estos reptiles que se adaptaron al mar , lo habitan desde hace 120 millones de años . 

 ¿ Quieres saber más de estas especies que debemos proteger ? 👇 🧵 

 # RedescubreLaCiencia https://t.co/LJFHHvSfrN",0,0,0
"Esta es una de las pocas instancias en las que se observa un agujero negro propiciando la formación estelar , en lugar de detenerla . Los autores esperan que estos nuevos resultados motiven a otros equipos de investigación a estudiar agujeros negros en galaxias enanas .",0,1,0
"Los cometas tienen un origen , descúbrelo y conoce a los 5 cometas más populares https://t.co/HGzuI1mPcD",0,0,1
"Las estrellas que fueron como el Sol y arrojaron parte de su material al espacio por vientos estelares poseen formas interesante debido a su rotación , campo magnético y presencia de planetas . ( Universe Today ) https://t.co/DKbVw736og",0,1,1
"# ContingenciaConCienca 
 Llevar internet a todo el mundo desde el espacio por medio de un enjambre de miles de satélites . ¿ Podría afectar a la astronomía ? 
 Descúbrelo descargando gratis el ejemplar de este mes aquí ➡ ️ https://t.co/0JKJqUkWni https://t.co/vrlk5dgB7X",0,1,0
"Una verdadera historia de terror : 
 Hormigas zombis 🐜 🧟 

 ¡ Si te gustó este video , regálanos tu voto en el Premio del Público del # LabMeCrazy Festival ! 

 👉 https://t.co/Kl2RshIr6Z 👈 

 ¡ Muchas gracias por tu apoyo ! 💙 https://t.co/N2Yvp8kA7u",0,0,1
"Todo parece indicar que en planeta extra solar WASP-76b   ¡ llueven gotas de hierro líquido ! 
 ( ESO / M. Kornmesser ) https://t.co/wEE3575IM4",0,0,1
"Con el distanciamiento social México aspira a tener un comportamiento de contagios similar al de Corea ; es decir que el aumento de número de casos sea manejable por el sistema de salud . Un número de mexicanos infectados será como del 80% , la mayor parte con casos “ leves”.(JHI ) https://t.co/sCO322VjCA",0,0,1
Escuche / descargue ( MP3 ) 21/04/20 El Comportamiento de Sismos . Gracias por su apoyo a El Explicador : https://t.co/Bxam16ncUg y https://t.co/aps3voGOfT. Suscribase ! !,0,0,1
"El Reino Unido ya está fabricando baterías basadas en sodio en lugar de litio . El sodio es má abundante , lo contiene la sal , y no requiere de cobalto en las baterías . Estas son más voluminosas y lentas , sin embargo son muy útiles para almacenar energías renovables como la solar .",0,0,1
"Existe una estrella enana blanca que orbita en torno de un pulsar cada cinco horas , su velocidad es de un millón de kilómetros por hora . Se descubrió con el radiotelescopio Parkes australiano . La interacción entre ambos objetos deforma el espacio tiempo . ( Mark Meyers ARC ) https://t.co/emPMlaWvut",0,1,0
"Valentina Tereshkova completó 48 órbitas alrededor de la Tierra en sus tres días en el espacio extraterrestre . Hoy en 2021 , sigue siendo la única mujer en hacer una misión espacial en solitario .",0,0,0
Arena y sedimento del lecho marino bajo el microscopio óptico . https://t.co/mRNTqFlhcc,0,0,0
"La sonda CHEOPS para estudiar planetas extrasolares fue colocada en órbita con éxito . Podrá determinar las propiedades geológicas de otros mundos , descubrir sus satélites y anillos , y encontrar otros planeta orbitan su estrella . ( Universidad de Bern ) https://t.co/lqw1gDaWBJ",0,1,0
"Sin duda esta es una llamada de atención al público general a no realizar acciones que propicien este tipo de desastres , ya que al parecer el incendio fue provocado por una quema agrícola que se salió de control .",0,0,0
"# Salud | ¿ Has oído hablar de la plasticidad cerebral ? Descubre cómo este increíble órgano genera nuevas conexiones que nos permiten tener nuevas habilidades 🧠 
 👉 https://t.co/ONCBGXDL4S https://t.co/SLhhcjZKOD",0,0,1
"¿ Por qué las campañas contra las adicciones no funcionan ? 
 https://t.co/05CZqA2edC https://t.co/0MmJQuuT9P",0,0,0
El siguiente cuerpo geométrico se llama octaedro . https://t.co/dT1GlBB7qO,0,1,0
El satélite Juno fotografió el polo sur de Júpiter en radiación infrarroja y descubrió numerosos ciclones que no habían sido registrados con anterioridad . ( NASA ) https://t.co/LIwiGBJRsd,0,1,0
"Cinturón de Asteroides , remanentes de la formación del Sistema Solar . https://t.co/EkUu8d79ig",0,1,1
"Desde entonces han aumentado considerablemente los casos diagnosticados : no porque cada vez haya más , sino porque cada vez hay más conciencia entre los padres y las herramientas de diagnóstico mejoran . 

 En nuestro video te contamos qué lo causa y cómo detectarlo .",0,0,0
El viernes el asteroide Apofis pasará a 44 veces la distancia que separa la Tierra de la Luna . Es un objeto de 300 metros diámetro . ( NASA / Getty ) https://t.co/qVsBVePtkF,1,0,1
"China está planeando colocar en la Luna una estación habitada . Está construyendo un nuevo cohete muy poderoso , materiales construcción de habitats y nuevos trajes espaciales más lo que se requiera para que los humanos puedan permanecer allá . ( https://t.co/1awgHbIj8Z ) https://t.co/GEB9ljs9gu",0,1,0
"Desde la década de los 70s , la creación de imágenes fijas y animadas por computadora ha permitido el desarrollo de computadoras avanzadas y ha creado nuevas formas de expresión artística : https://t.co/vTIljRqiAO",0,0,1
"Un nuevo sitio web permite a los usuarios identificar su ciudad natal y luego ver dónde estaba ubicada durante la época de los dinosaurios , así como durante otros períodos de tiempo en la Tierra antigua . 
 # Tierra # Dinosaurios 
 # Prehistoria # Antigüedad 

 https://t.co/awqkGZUZvi",0,0,0
"Este tuit se responde con el nombre de tu matemática favorita . 😍 🙌 

 Hoy se celebra el Día de las Mujeres en Matemáticas . 👌 😄 🤩 

 🧠 Sobre las mujeres matemáticas en México 👉 https://t.co/EyidsGEPTm 
 🧠 Conoce a Maryam Mirzakhani 👉 https://t.co/t5cH95Nckf 

 # MujeresenlaCiencia https://t.co/pluNCDOEHm",0,0,0
"# Salud | Múltiples factores generan o favorecen la alergia en algunas personas , estas se manifiestan en una edad muy temprana . 🤧 
 https://t.co/2XAvaBESF4",0,0,1
"EN NUESTRA EDICIÓN DE MAYO . Cómo se protegen los animales del frío extremo en ' Vivir en el congelador ' , texto y fotografías de Miguel Rubio-Godoy . https://t.co/QPEH5WJ1AK 
 # cvlasmejoreshistoriasdeciencia 
 # año25CómoVes # cómovesrevista https://t.co/alTju2vRzk",0,1,1
"# Salud | ¿ Amas a tu michi 🐈   o tu lomito 🐩 ? En # CienciaUNAM te explicamos cómo cuidar su salud . 
 👉   https://t.co/ZdmftEQ0Ry https://t.co/tTe5bnGmGT",0,0,0
"Tus miedos más profundos vienen de la necesidad de permanecer vivo . Pero hay otros miedos que son aprendidos , que no necesariamente tienen fundamento y que te pueden evitar alcanzar tus metas . Exponerte a ellos de forma gradual te puede demostrar que no hay nada que temer",0,0,1
"# Universo | ¿ Alguna vez te has preguntado qué es la materia oscura ? Te explicamos lo que se sabe de ésta en # CienciaUNAM 👇 
 https://t.co/RSBua2FHvF",0,0,0
